200
200
James Mary John Patricia Robert Jennifer Michael Elizabeth William Linda David Barbara Richard Susan Joseph Margaret Charles Jessica Thomas Sarah Chris Dorothy Daniel Karen Matthew Nancy Donald Betty Anthony Lisa Mark Sandra Paul Ashley Steven Kimberly George Donna Kenneth Helen Andrew Carol Edward Michelle Joshua Emily Brian Amanda Kevin Melissa Ronald Deborah Timothy Laura Jason Stephanie Jeffrey Rebecca Ryan Sharon Gary Cynthia Nicholas Kathleen Eric Anna Jacob Shirley Stephen Ruth Jonathan Amy Larry Angela Frank Brenda Scott Virginia Justin Pamela Brandon Catherine Raymond Katherine Gregory Nicole Samuel Christine Benjamin Samantha Patrick Janet Jack Debra Dennis Carolyn Alexander Rachel Jerry Heather Tyler Maria Henry Diane Douglas Julie Aaron Joyce Peter Emma Jose Frances Walter Evelyn Adam Joan Zachary Martha Nathan Christina Harold Kelly Kyle Lauren Carl Victoria Arthur Judith Gerald Alice Roger Ann Keith Cheryl Lawrence Jean Jeremy Doris Terry Megan Albert Marie Joe Andrea Sean Kathryn Willie Jackie Christian Gloria Jesse Teresa Austin Sara Billy Janice Bruce Hannah Ralph Julia Bryan Rose Ethan Theresa Roy Grace Eugene Judy Jordan Beverly Louis Olivia Wayne Denise Alan Marilyn Harry Amber Russell Danielle Juan Brittany Dylan Diana Randy Mildred Philip Jane Vincent Madison Noah Lori Bobby Tiffany Howard Kathy Gabriel Tammy Johnny Kayla
82 65 93 52 83 57 67 96 88 93 58 73 46 76 71 93 82 81 45 90 72 84 99 64 78 60 44 86 40 73 93 61 59 63 58 53 67 93 71 43 72 67 75 48 54 63 55 81 67 45 97 74 79 50 52 77 93 63 65 77 78 81 87 87 74 72 72 55 89 64 79 54 85 65 76 53 82 49 83 62 57 98 48 91 83 61 75 86 72 86 48 52 66 63 71 52 79 89 89 85 42 45 74 72 92 90 50 52 84 41 63 99 65 68 80 89 74 97 44 54 87 52 70 81 78 97 80 68 50 40 48 96 75 63 41 76 50 63 88 43 69 75 69 41 50 82 43 72 53 83 54 78 45 98 57 58 72 56 45 50 81 79 43 86 88 49 57 74 40 95 56 88 81 79 70 80 40 68 83 51 78 79 83 69 53 52 52 65 80 91 84 47 54 72 61 54 62 54 55 59 
70 94 77 59 66 93 79 55 57 61 47 45 82 93 95 66 54 74 92 42 91 82 51 95 88 81 61 91 76 53 75 55 83 86 40 87 87 91 54 62 88 73 79 79 47 67 40 66 61 95 71 84 90 88 50 79 94 73 66 77 72 83 82 45 90 50 62 99 77 73 90 91 91 80 58 46 51 96 76 95 87 91 48 55 51 97 55 74 57 82 78 93 41 83 64 52 44 53 92 69 96 67 44 84 98 60 98 60 40 70 87 50 88 89 77 68 95 67 52 53 99 82 61 83 91 83 86 65 73 49 81 97 86 40 82 70 72 91 63 55 89 44 89 98 91 43 68 47 56 60 69 48 58 83 63 93 65 86 44 64 53 86 85 60 55 49 68 54 44 87 99 81 99 86 69 84 64 48 60 99 85 43 54 44 69 94 68 89 65 74 71 64 70 98 60 69 86 86 62 78 
66 58 52 98 62 88 60 56 51 40 53 63 79 67 84 90 73 94 61 58 50 83 76 53 72 78 92 67 46 75 90 64 44 98 54 59 93 48 62 92 66 82 97 87 98 52 72 49 90 70 99 64 89 79 64 45 45 58 79 88 72 56 90 54 89 75 58 78 95 61 53 54 92 50 79 62 58 89 96 76 93 41 54 58 80 46 45 71 94 64 97 71 64 68 94 98 69 59 80 45 55 75 93 51 67 74 82 66 72 96 69 46 66 94 52 60 94 48 61 73 72 56 78 43 88 89 65 68 92 90 40 89 99 91 97 84 41 75 54 49 59 73 47 70 76 56 74 71 66 89 64 72 45 80 54 85 50 70 49 61 86 78 63 49 58 85 53 78 95 87 71 53 93 55 95 65 93 71 97 59 87 80 50 52 55 56 82 90 91 74 59 69 44 69 63 62 78 63 43 95 
44 43 99 76 91 88 80 96 72 81 40 73 69 55 94 60 74 46 88 81 78 96 86 78 87 99 79 57 79 60 94 93 94 79 80 77 69 70 43 70 94 93 46 73 57 68 70 84 57 96 76 42 61 96 51 76 98 53 53 78 67 47 75 44 82 79 77 68 89 50 75 46 41 67 60 66 43 60 45 84 69 84 61 98 98 50 74 73 97 76 98 55 81 80 43 89 50 44 51 83 76 71 40 44 52 62 81 72 79 49 78 49 73 69 54 74 56 90 84 87 61 87 41 73 82 40 82 96 97 55 78 99 50 52 46 65 63 87 63 87 85 95 49 91 89 59 95 70 81 78 44 68 89 51 64 67 64 61 43 76 86 94 84 66 43 81 93 74 91 71 69 64 44 75 93 46 97 78 59 83 96 53 81 54 63 65 88 80 83 79 42 88 89 87 61 79 41 88 86 99 
53 69 61 99 42 96 75 54 73 48 61 69 92 79 70 76 75 90 41 60 87 94 91 72 61 40 57 64 53 74 60 76 59 44 46 96 98 94 80 98 95 42 58 94 97 79 50 49 87 86 97 84 98 78 75 75 87 59 61 75 54 50 63 65 47 73 63 97 73 94 92 87 92 61 92 80 61 81 74 50 42 68 65 81 81 84 78 56 95 97 76 98 43 91 79 55 96 65 74 62 55 95 53 69 47 60 46 75 90 61 46 70 68 70 56 70 43 49 94 88 97 61 52 94 51 46 98 70 54 86 48 85 43 63 94 86 67 65 69 60 75 78 52 47 78 58 68 85 89 74 67 98 95 53 89 91 68 90 99 73 95 81 84 95 73 63 93 99 52 58 83 70 53 62 91 79 58 86 72 97 97 66 86 97 63 59 49 73 42 52 79 78 88 57 66 77 43 83 86 70 
52 89 82 51 72 42 51 60 65 48 57 56 96 82 76 93 83 52 84 78 55 97 63 52 42 66 56 51 53 90 74 60 94 54 77 96 72 47 97 41 98 47 79 79 43 48 97 89 75 93 81 65 65 72 81 67 94 49 54 63 53 70 57 58 98 66 85 91 60 90 86 87 95 90 84 70 84 94 45 87 48 83 96 44 73 73 74 89 64 72 81 62 52 96 76 52 72 44 48 69 86 97 71 46 71 97 94 82 58 87 88 71 70 50 83 42 63 81 97 77 64 99 47 89 91 75 94 96 40 77 96 88 80 98 51 43 47 96 89 52 72 53 69 75 66 68 97 66 70 50 63 92 94 88 94 94 43 68 70 97 89 55 60 86 81 64 96 94 44 51 86 42 51 51 90 41 54 88 62 56 84 61 67 50 64 93 96 97 67 40 81 65 49 63 59 60 80 86 71 61 
98 89 41 63 71 78 54 87 61 83 99 42 64 72 82 56 40 55 74 55 69 82 41 60 65 94 53 51 61 90 51 80 71 93 69 49 80 51 98 52 76 77 72 80 61 90 46 46 99 64 53 70 77 65 92 78 84 43 63 61 82 78 89 55 45 50 49 53 41 60 70 67 47 76 78 49 87 41 82 53 64 61 84 63 50 93 83 61 45 48 53 71 98 55 61 43 58 88 91 99 95 63 65 63 76 86 45 48 65 62 40 96 97 59 70 94 89 75 47 68 44 44 44 41 40 42 91 87 76 50 49 96 92 92 49 70 60 65 82 78 59 57 59 44 69 61 86 57 94 51 70 54 62 48 53 60 88 46 67 77 83 56 78 65 66 66 85 67 86 45 71 63 98 80 70 64 60 72 51 47 54 50 81 69 74 68 42 93 66 54 53 85 93 89 60 53 45 51 80 70 
64 75 67 66 47 79 70 64 94 80 72 95 95 65 82 68 43 86 76 81 60 81 62 50 52 45 47 73 71 77 50 73 98 74 49 44 77 63 67 83 84 89 72 59 53 84 74 69 66 79 93 50 49 84 62 68 56 64 47 48 43 56 66 43 89 70 76 45 50 84 56 70 86 41 95 59 70 80 85 88 78 61 75 89 96 54 71 75 55 97 91 47 86 54 99 44 54 67 94 49 90 59 83 93 73 58 99 99 66 80 91 62 43 41 92 41 83 75 46 78 58 83 70 45 54 84 53 69 78 72 91 76 99 49 85 54 40 86 68 79 43 60 51 84 69 88 43 76 56 45 88 59 56 67 65 43 48 77 65 62 47 41 50 48 50 61 91 43 52 63 79 60 74 56 59 59 72 98 74 63 53 72 80 60 81 44 73 78 93 70 55 77 81 88 81 90 68 76 83 44 
79 87 74 86 72 94 64 94 68 74 40 41 52 97 66 75 74 88 47 72 87 64 93 60 84 95 51 58 44 79 52 41 61 77 43 85 40 79 67 95 68 93 99 76 60 58 69 46 41 43 92 80 86 48 66 72 64 64 88 42 69 52 85 56 52 94 80 45 46 54 69 63 95 45 88 61 78 80 96 71 73 72 74 81 50 55 49 46 84 64 96 61 77 42 63 97 80 54 78 63 55 67 72 58 93 50 55 99 90 92 92 40 83 56 59 61 58 41 54 70 71 90 91 57 77 58 67 67 50 79 56 98 45 91 58 85 49 66 79 76 58 56 74 73 67 99 45 99 93 96 52 94 49 92 64 77 73 43 53 59 93 44 43 68 49 45 77 73 57 73 59 97 91 67 73 90 68 82 80 94 48 94 44 80 84 62 55 72 45 76 77 75 83 51 95 72 60 62 43 63 
92 51 96 94 48 54 54 91 62 69 50 97 91 63 54 57 65 85 46 50 68 72 92 95 67 84 71 60 98 75 75 42 68 49 55 56 67 62 83 80 68 45 40 72 52 99 45 40 60 71 97 49 53 67 51 79 57 93 55 65 69 43 46 85 87 66 98 74 92 46 91 93 84 56 42 95 73 84 46 53 72 89 45 69 85 74 49 59 75 55 41 54 69 54 84 84 49 49 46 68 59 74 70 75 65 69 64 55 62 67 86 42 78 48 89 80 47 91 91 56 40 74 52 90 43 87 55 67 44 67 91 40 44 79 88 72 77 59 71 73 40 59 62 47 99 98 55 69 64 48 91 41 90 77 62 81 55 83 92 44 73 58 44 70 86 53 48 90 73 67 89 56 57 62 73 63 82 40 85 79 81 95 71 51 59 44 60 49 75 88 40 62 93 96 93 55 96 62 74 69 
62 95 88 57 62 60 62 48 91 89 69 66 69 87 55 72 88 88 47 73 71 53 41 58 47 64 73 77 49 85 66 40 84 80 78 77 52 70 68 85 65 87 46 74 81 98 69 80 65 77 80 73 59 99 61 87 46 47 75 97 47 54 70 64 55 96 64 62 50 58 79 78 93 41 90 56 76 61 65 62 46 76 59 81 49 55 67 52 55 82 49 59 66 61 69 70 95 76 73 87 75 93 42 63 89 91 93 78 52 43 95 42 69 60 91 93 60 51 84 68 93 88 69 91 58 59 51 97 64 44 63 76 98 99 74 69 97 97 84 74 92 73 70 56 61 69 88 54 70 65 69 51 40 42 87 83 55 50 49 92 62 94 47 44 41 52 95 66 91 59 49 80 98 62 54 53 96 88 42 70 98 64 47 42 70 82 41 59 76 95 62 85 94 98 49 67 99 41 46 86 
68 74 73 69 67 40 62 86 87 98 73 41 54 95 91 60 46 46 47 96 58 77 80 79 99 50 61 48 93 87 94 42 86 42 88 87 53 95 96 67 40 85 59 75 92 69 76 79 87 71 49 68 85 94 91 76 48 87 45 71 55 96 50 79 74 47 86 64 76 99 43 99 89 53 69 88 71 70 62 92 78 87 92 70 61 58 55 82 62 42 60 73 83 81 65 46 97 96 60 99 68 48 82 63 86 81 75 45 55 78 78 97 42 60 89 88 69 44 99 94 87 99 53 91 61 61 91 53 62 90 66 42 79 94 64 81 87 49 64 83 56 68 40 77 94 71 84 55 80 57 87 70 74 71 83 82 53 64 94 43 62 95 91 91 70 97 98 86 82 99 49 52 48 42 63 61 85 65 53 51 52 82 53 90 80 87 51 71 96 77 62 72 46 65 62 50 65 53 40 93 
64 68 87 68 95 58 45 46 82 83 77 95 82 84 42 75 41 41 44 63 64 50 74 85 94 43 40 69 71 57 90 89 60 77 93 88 68 60 56 81 65 99 79 77 59 68 79 96 45 72 51 83 94 94 45 82 93 46 53 76 75 47 98 82 79 51 60 75 98 64 82 77 61 69 92 95 52 99 96 45 91 42 53 56 73 68 53 92 77 62 77 83 91 66 42 40 77 46 88 70 91 83 47 77 79 79 81 97 50 63 85 56 54 92 93 60 85 74 79 41 67 53 46 92 51 90 46 58 89 46 78 69 76 41 66 84 65 74 90 93 54 85 85 80 58 43 54 95 94 52 70 55 96 89 40 55 71 93 82 69 94 46 84 78 97 74 52 83 63 86 60 84 65 51 99 68 99 95 80 48 78 66 40 45 97 52 82 71 45 78 73 93 96 67 91 51 47 56 92 87 
81 76 73 53 45 92 89 51 69 80 74 71 66 47 62 96 84 53 97 91 58 95 65 70 97 76 76 79 52 92 59 80 50 99 47 72 93 98 53 67 44 53 47 87 46 53 67 63 67 78 82 43 98 93 63 63 86 71 91 97 50 55 86 63 59 96 71 82 87 40 94 65 84 82 65 48 66 55 51 68 68 55 76 90 87 85 46 88 76 65 90 60 93 66 56 65 82 55 44 97 43 46 66 95 50 74 48 67 45 85 95 47 82 92 62 76 48 57 73 58 52 92 54 79 89 40 55 96 70 78 46 88 59 60 48 46 68 92 99 80 55 58 65 42 99 87 67 98 78 48 66 73 90 59 96 44 79 79 53 51 98 68 47 63 75 95 94 62 92 48 59 49 82 42 79 80 99 94 47 82 69 86 68 46 42 73 77 44 90 55 58 50 80 83 83 80 48 63 43 71 
55 63 51 90 61 70 66 57 46 56 59 52 77 49 59 80 64 43 94 82 67 40 64 56 65 86 80 83 74 54 58 57 81 48 65 73 92 61 58 91 55 45 43 44 67 52 78 69 52 63 89 75 57 93 73 93 65 60 91 84 48 80 64 66 82 76 97 59 86 53 47 51 76 89 92 62 56 69 86 57 77 79 89 50 47 89 81 90 98 55 92 74 50 66 67 82 87 46 54 69 96 45 99 94 45 45 54 99 72 54 63 51 91 62 82 46 57 86 91 79 87 75 74 42 40 56 87 54 79 88 78 51 77 48 52 47 41 98 77 75 85 63 75 42 43 61 75 65 45 82 73 51 71 66 75 98 70 45 76 93 71 99 63 93 61 83 86 56 71 90 69 98 47 77 73 86 43 51 96 94 78 49 61 53 71 80 92 46 51 79 76 73 63 85 71 86 78 51 84 78 
96 92 77 59 83 79 43 86 41 52 62 74 69 80 93 94 48 98 70 57 73 47 69 84 87 81 88 89 89 73 94 67 42 72 73 97 73 82 86 51 69 71 65 58 85 69 50 40 76 54 97 51 60 41 74 77 72 70 45 66 94 42 50 89 90 41 56 50 84 59 61 55 66 49 53 81 76 65 44 56 96 59 44 56 52 89 49 66 95 71 45 96 75 64 74 95 47 78 60 54 95 75 70 69 70 96 55 62 77 52 93 90 45 88 97 53 54 73 77 41 94 45 82 90 63 42 68 61 69 45 69 50 89 48 56 78 70 43 72 77 50 81 66 83 47 68 45 68 58 80 57 64 90 46 47 75 45 81 47 71 41 86 85 53 49 63 54 78 43 51 73 67 76 78 90 92 59 87 93 49 57 81 78 98 79 43 51 40 73 97 90 44 40 98 79 71 41 97 60 83 
83 85 72 49 46 90 53 76 82 83 67 58 50 89 58 44 74 79 72 57 72 89 49 84 49 75 88 86 74 60 80 91 75 70 58 91 80 53 87 93 71 86 61 84 54 72 65 93 68 96 57 62 88 53 78 86 56 61 75 47 85 83 81 76 71 87 47 98 50 87 64 72 59 60 41 49 86 89 95 89 93 46 97 96 66 69 41 92 49 82 47 72 71 59 96 64 65 91 68 68 88 70 95 47 87 40 82 93 95 69 85 66 45 57 44 73 82 48 47 59 70 76 74 75 43 56 89 49 86 49 50 78 68 90 44 64 67 63 98 40 81 69 64 83 82 94 55 42 84 96 56 47 76 68 44 76 54 58 54 51 41 96 75 52 93 67 63 45 65 58 73 83 72 99 97 61 60 54 66 67 87 67 45 51 41 63 52 55 89 83 67 79 85 58 65 73 88 52 52 55 
77 70 55 98 92 81 71 58 87 58 47 41 64 63 68 65 74 49 43 61 86 58 82 42 61 97 58 51 91 43 65 44 49 58 99 81 94 49 99 87 78 59 49 98 44 70 92 92 86 44 94 95 69 82 47 52 81 62 94 79 56 58 57 64 66 81 75 72 43 99 78 74 97 41 84 66 89 59 77 91 68 51 42 55 64 95 69 59 56 44 43 96 83 70 58 53 41 57 45 86 44 81 41 93 68 47 67 89 54 44 69 60 99 93 93 93 44 90 88 66 84 54 81 68 95 65 48 78 45 75 66 88 40 53 66 43 43 65 53 84 72 78 99 48 40 60 95 92 88 96 71 55 76 62 95 92 74 73 84 99 59 53 58 45 91 89 44 77 80 90 79 45 60 43 86 99 89 82 40 92 49 62 45 74 68 42 40 57 65 50 75 44 98 96 64 41 72 41 75 42 
96 42 78 84 82 93 64 73 50 54 97 49 70 96 72 94 84 58 96 54 66 80 46 83 92 99 76 65 84 53 66 46 55 96 80 72 60 79 57 78 51 62 91 63 55 41 79 61 95 57 77 92 66 98 73 41 69 97 41 89 55 78 94 46 89 41 89 99 44 80 57 44 97 81 77 55 55 52 78 63 90 67 62 52 62 72 60 42 86 63 64 83 69 58 58 81 82 92 95 54 40 88 64 64 91 59 60 96 66 85 47 57 67 65 63 43 55 98 91 73 69 75 99 44 61 92 83 75 88 89 72 94 52 60 41 75 51 44 50 41 81 80 51 72 96 88 63 74 48 83 75 89 61 92 89 87 50 85 76 87 73 43 44 40 74 68 58 47 68 41 81 51 90 70 50 64 54 55 51 80 44 45 89 81 76 77 45 66 63 67 65 50 43 56 77 55 75 43 49 88 
63 42 84 45 79 42 43 81 41 90 66 62 47 56 41 53 91 40 76 46 91 51 98 73 65 40 89 78 80 61 72 83 76 95 58 87 69 59 42 63 97 40 87 51 61 99 84 90 88 52 41 71 62 97 51 50 59 58 81 71 44 68 88 53 76 85 61 72 64 62 50 61 40 51 47 84 96 53 88 69 93 88 59 78 99 79 84 42 40 54 66 46 83 65 80 55 78 89 66 44 96 54 82 80 47 47 95 69 54 70 83 55 60 54 76 70 42 90 74 82 71 56 80 47 87 82 41 92 50 80 81 70 45 90 89 94 75 99 90 50 77 92 82 66 83 91 50 42 54 94 43 57 73 44 96 47 43 55 94 44 43 95 82 97 44 66 80 60 86 76 99 42 80 76 78 60 76 58 68 55 94 63 64 46 80 83 76 69 83 51 58 98 56 77 93 84 49 46 84 76 
51 96 44 83 40 41 72 51 46 61 76 40 87 61 87 95 54 41 63 65 76 84 65 76 80 46 68 76 72 51 88 70 41 42 97 57 54 63 99 66 60 94 57 64 52 40 48 72 99 56 82 74 42 82 51 58 64 92 89 69 57 75 77 60 60 47 80 99 40 73 77 64 55 44 43 87 76 96 72 62 58 64 93 84 60 60 64 72 48 73 78 69 49 51 52 72 67 64 86 41 68 89 98 79 41 76 52 98 45 40 80 86 58 45 88 58 59 78 59 42 63 93 48 74 57 75 57 49 51 89 81 89 45 51 45 44 80 54 54 94 55 73 63 51 65 54 73 69 61 93 48 43 66 80 55 72 63 97 46 55 91 74 46 82 50 54 45 74 61 56 80 80 55 66 80 89 61 96 81 60 64 58 75 70 40 72 51 60 52 95 50 55 96 52 48 97 73 88 55 62 
45 44 78 64 65 98 60 42 75 41 62 40 86 68 64 57 73 98 73 58 78 93 59 72 87 93 96 88 96 44 60 64 86 40 90 88 98 54 76 49 88 71 49 40 71 69 77 66 59 93 53 90 53 45 71 76 42 57 57 40 59 58 54 78 73 66 50 94 61 91 63 89 76 42 67 54 95 50 57 68 64 48 76 93 60 68 68 94 69 91 47 62 77 55 97 89 64 95 54 96 96 63 83 78 79 69 77 48 71 66 94 43 68 59 51 70 53 94 49 75 92 80 67 80 68 41 59 48 81 69 47 60 70 93 67 92 51 72 64 74 94 41 63 59 40 85 54 90 50 84 87 86 80 47 86 43 85 61 75 78 59 45 77 94 47 57 56 43 64 70 68 50 76 89 68 50 77 98 79 84 74 79 62 59 97 49 82 97 59 45 92 53 45 91 63 85 57 42 79 63 
50 64 62 97 81 95 84 87 54 54 55 42 55 47 43 78 54 75 43 62 92 91 71 40 81 92 77 76 49 41 67 95 73 95 73 64 45 47 71 69 59 63 74 88 55 97 53 46 82 81 85 74 89 81 41 44 86 44 58 74 57 97 40 59 78 50 47 93 80 98 92 62 67 40 75 85 44 65 62 53 61 99 85 93 77 45 86 67 43 57 81 63 58 90 88 77 47 66 80 79 53 94 58 91 81 87 87 62 86 77 95 59 85 83 43 92 53 88 43 58 84 57 93 91 98 80 49 76 80 60 43 99 93 84 87 99 99 76 84 61 76 93 86 73 58 84 71 48 61 47 55 41 68 51 63 63 93 83 46 48 44 77 59 97 51 94 96 99 83 59 67 43 42 93 79 63 47 73 77 96 40 81 86 86 61 83 97 60 87 82 76 93 71 77 76 91 42 91 63 50 
62 86 64 56 82 59 67 54 96 84 89 70 62 90 78 92 72 70 87 85 83 80 74 63 74 82 70 48 70 74 58 49 45 61 76 45 58 94 89 61 49 64 56 89 51 56 54 79 95 63 98 69 63 47 90 63 99 77 66 41 95 88 62 97 73 76 60 73 83 61 48 97 47 72 59 47 86 69 52 92 59 90 73 63 84 69 83 93 57 92 40 89 96 80 65 98 54 90 47 63 72 64 82 65 93 59 65 67 47 83 60 52 77 82 67 43 84 83 68 46 93 61 84 80 54 46 96 70 98 88 83 68 56 47 58 79 73 76 73 83 65 47 44 42 48 78 58 52 94 89 52 78 53 44 76 87 91 59 67 95 75 41 45 91 63 81 59 50 93 58 73 75 70 60 54 45 94 96 49 97 61 63 89 46 59 81 44 71 67 84 63 54 65 78 56 81 87 98 94 90 
76 79 82 46 87 58 49 46 66 91 70 72 68 70 65 70 85 45 42 63 66 72 70 68 56 55 69 84 51 91 57 58 52 72 46 83 65 81 98 70 64 94 59 47 43 90 51 96 90 75 66 50 57 60 54 76 49 58 96 63 95 74 49 59 50 93 94 99 79 51 90 55 51 97 94 86 75 61 90 99 41 97 85 67 50 92 80 92 88 83 79 66 51 70 82 91 79 83 60 49 51 80 70 85 87 54 64 96 95 89 87 85 81 79 99 57 67 89 90 76 60 97 92 44 50 89 75 50 57 94 70 43 97 94 68 69 62 87 74 55 46 55 87 67 68 89 64 73 95 66 60 42 95 82 87 55 70 40 91 58 95 73 81 62 80 69 63 52 75 51 97 74 93 66 95 52 54 67 86 78 96 41 79 50 56 46 59 92 78 47 50 97 89 52 65 82 57 89 70 87 
69 77 88 62 59 68 47 57 58 95 44 82 64 58 50 81 98 77 79 86 87 57 70 67 61 89 53 84 46 45 51 56 77 74 59 89 78 88 65 71 55 46 84 85 61 46 98 61 91 65 77 47 54 43 55 98 94 72 56 76 80 93 53 66 92 92 74 81 91 79 93 73 57 40 42 58 40 93 56 58 46 75 66 62 91 72 79 77 58 93 83 92 67 47 96 70 80 85 86 59 82 49 93 90 97 77 65 99 66 55 44 67 52 53 89 82 91 41 58 77 48 58 90 91 80 57 64 77 95 61 92 50 40 96 47 76 87 77 75 79 79 85 49 40 65 47 61 56 64 57 49 73 98 67 66 44 91 62 95 76 54 57 73 49 92 90 60 70 48 90 65 65 40 92 83 70 94 86 91 64 78 71 94 68 57 83 66 90 89 74 42 54 75 67 82 73 61 70 74 73 
75 79 82 80 70 41 64 74 91 73 77 60 65 41 86 60 43 96 75 97 64 41 71 42 98 42 92 54 64 84 64 75 82 88 92 84 87 58 70 70 62 83 89 58 42 80 98 63 56 44 45 48 92 96 87 46 87 44 90 63 60 74 77 45 55 59 95 46 88 67 52 46 67 51 60 54 97 61 88 99 55 46 92 66 55 64 85 73 72 48 95 58 55 47 96 43 47 44 74 55 47 58 44 41 44 55 43 53 55 65 53 93 44 89 44 77 77 94 88 44 67 72 50 82 45 93 74 43 49 82 47 81 56 69 96 60 40 90 94 47 73 63 67 73 76 62 67 77 80 78 72 66 88 52 84 78 80 65 55 63 98 47 51 48 55 78 72 48 53 77 85 47 86 55 80 85 73 43 89 77 99 55 93 56 46 80 51 76 98 83 47 90 41 44 86 72 98 53 72 89 
41 88 56 85 81 43 89 59 50 54 43 47 86 76 62 58 99 67 74 58 58 81 58 61 61 47 97 98 69 57 81 88 86 95 59 85 51 62 67 76 61 42 81 41 85 78 52 71 68 77 48 59 59 67 97 87 42 50 43 98 99 80 50 86 98 93 75 83 50 96 76 68 65 84 86 54 71 95 85 61 90 88 40 88 78 56 71 60 68 95 92 84 65 82 76 81 83 45 67 40 67 57 69 79 97 97 52 71 58 75 79 56 46 81 46 79 83 70 99 68 48 40 83 66 83 71 92 68 72 61 54 84 85 83 56 88 84 45 90 44 47 99 49 82 83 71 72 79 41 61 91 44 83 65 64 99 72 94 79 56 80 57 77 92 57 58 94 50 54 91 64 48 43 78 48 97 88 60 64 73 68 56 50 93 98 60 47 74 88 64 70 89 73 86 47 45 76 68 69 51 
79 73 77 49 78 83 98 71 81 91 82 88 47 61 64 51 97 46 68 68 46 92 61 94 72 54 91 68 54 93 83 87 96 98 91 75 59 82 72 87 75 65 58 44 83 87 62 87 47 79 80 53 51 70 86 77 58 53 95 44 77 52 50 65 48 48 47 81 95 55 79 94 73 74 96 96 50 52 63 49 74 94 82 91 45 48 75 98 53 73 76 50 74 79 91 48 81 99 53 67 45 41 96 94 81 81 61 83 42 45 43 52 64 48 94 65 44 80 47 40 90 60 42 79 91 79 99 67 59 45 57 97 43 85 42 51 59 82 65 58 94 69 94 96 89 54 67 64 44 85 44 93 50 74 53 84 91 82 76 50 57 87 51 91 51 92 50 46 81 55 60 79 44 72 51 49 90 45 89 40 94 58 92 59 74 70 95 51 69 44 41 56 45 88 79 67 62 69 63 86 
92 87 67 97 64 67 97 55 45 80 88 84 66 51 65 43 93 79 44 68 65 60 74 90 93 75 46 90 53 41 97 79 64 86 44 42 74 42 55 67 52 60 43 97 66 98 59 70 90 82 42 80 92 48 54 78 42 62 57 93 68 77 92 68 52 91 92 95 47 43 44 59 73 61 58 95 97 52 86 60 97 56 85 81 93 48 67 46 99 65 91 61 57 99 55 93 60 85 47 60 58 75 56 65 73 68 48 99 65 95 84 72 97 90 88 45 73 98 60 88 90 84 87 69 84 77 49 58 60 70 58 52 98 93 88 55 80 63 76 94 85 50 41 63 72 85 61 68 79 55 88 44 44 60 88 47 70 48 75 67 92 98 57 93 95 78 70 91 59 85 52 76 95 55 66 68 48 73 72 50 75 61 51 83 71 59 70 63 95 62 53 76 40 40 93 94 73 54 91 85 
76 72 68 74 91 60 69 88 89 82 50 90 48 61 42 86 50 86 62 45 47 45 89 44 55 71 51 68 46 44 46 96 92 91 40 75 95 94 99 54 54 79 68 87 48 60 72 84 98 95 45 93 82 85 80 69 49 71 80 72 88 96 99 71 96 96 46 63 43 84 82 89 90 52 69 62 90 65 61 98 55 81 43 72 48 50 82 54 49 75 62 61 57 66 97 95 42 86 78 56 45 43 60 82 62 78 51 79 41 63 80 95 43 40 63 86 94 98 80 83 78 87 64 89 45 40 51 91 78 86 47 72 67 45 86 86 67 85 81 84 81 44 59 65 65 55 44 82 87 91 83 40 95 62 91 66 63 74 74 74 62 97 62 42 90 95 88 81 49 63 82 45 41 89 83 58 90 59 68 43 71 75 55 91 53 92 44 49 69 78 56 64 85 62 45 99 50 76 83 67 
73 86 83 87 67 71 71 51 57 45 52 69 61 69 53 84 55 62 74 68 67 60 57 73 68 47 92 80 75 87 79 76 44 55 78 40 90 51 50 72 58 96 93 68 90 91 96 84 41 58 55 65 89 99 45 69 91 61 40 99 60 46 42 46 78 62 89 98 46 66 92 73 85 62 48 57 59 48 82 79 49 99 68 69 50 40 75 78 92 99 63 43 41 67 52 77 80 68 97 56 77 69 88 46 52 65 78 84 73 59 99 41 75 70 65 93 84 60 63 60 64 99 54 68 48 88 88 81 74 49 85 80 95 90 75 52 84 94 53 96 89 74 70 51 48 79 86 47 79 73 89 73 71 52 72 75 76 67 67 85 64 70 75 95 63 59 89 72 42 41 88 90 70 45 76 55 88 82 68 45 89 77 68 65 68 74 60 85 61 88 95 90 86 49 78 88 99 58 89 78 
63 47 89 80 68 99 53 57 76 85 85 65 40 60 95 93 96 93 65 77 41 48 48 50 82 92 64 56 80 60 45 84 63 41 71 56 51 61 75 41 58 79 91 76 60 98 65 91 46 80 43 77 66 53 70 84 81 94 89 47 85 93 59 94 99 59 88 73 63 93 48 43 77 40 95 92 88 74 97 97 61 96 84 79 43 82 94 50 53 76 69 87 78 87 59 85 97 71 41 73 77 95 73 65 65 55 92 51 56 61 99 74 93 46 45 41 72 81 99 90 80 78 96 80 91 78 62 76 42 63 64 91 61 86 52 91 47 84 43 87 64 80 52 75 51 95 53 46 80 69 76 78 44 50 75 74 67 64 99 93 79 92 96 78 52 42 48 48 92 48 44 56 66 98 62 82 53 68 40 42 90 78 66 91 57 50 87 63 75 42 49 47 63 52 99 50 93 48 65 45 
